away_team,date,neutral,home_score,tournament,home_team,away_score
England,1872-11-30,False,0,Friendly,Scotland,0
Scotland,1873-03-08,False,4,Friendly,England,2
England,1874-03-07,False,2,Friendly,Scotland,1
Scotland,1875-03-06,False,2,Friendly,England,2
England,1876-03-04,False,3,Friendly,Scotland,0
Wales,1876-03-25,False,4,Friendly,Scotland,0
Scotland,1877-03-03,False,1,Friendly,England,3
Scotland,1877-03-05,False,0,Friendly,Wales,2
England,1878-03-02,False,7,Friendly,Scotland,2
Wales,1878-03-23,False,9,Friendly,Scotland,0
Wales,1879-01-18,False,2,Friendly,England,1
Scotland,1879-04-05,False,5,Friendly,England,4
Scotland,1879-04-07,False,0,Friendly,Wales,3
England,1880-03-13,False,5,Friendly,Scotland,4
England,1880-03-15,False,2,Friendly,Wales,3
Wales,1880-03-27,False,5,Friendly,Scotland,1
Wales,1881-02-26,False,0,Friendly,England,1
Scotland,1881-03-12,False,1,Friendly,England,6
Scotland,1881-03-14,False,1,Friendly,Wales,5
England,1882-02-18,False,0,Friendly,Northern Ireland,13
Northern Ireland,1882-02-25,False,7,Friendly,Wales,1
England,1882-03-11,False,5,Friendly,Scotland,1
England,1882-03-13,False,5,Friendly,Wales,3
Wales,1882-03-25,False,5,Friendly,Scotland,0
Wales,1883-02-03,False,5,Friendly,England,0
Northern Ireland,1883-02-24,False,7,Friendly,England,0
Scotland,1883-03-10,False,2,Friendly,England,3
Scotland,1883-03-12,False,0,Friendly,Wales,3
Wales,1883-03-17,False,1,Friendly,Northern Ireland,1
Scotland,1884-01-26,False,0,British Home Championship,Northern Ireland,5
Northern Ireland,1884-02-09,False,6,British Home Championship,Wales,0
England,1884-02-23,False,1,British Home Championship,Northern Ireland,8
England,1884-03-15,False,1,British Home Championship,Scotland,0
England,1884-03-17,False,0,British Home Championship,Wales,4
Wales,1884-03-29,False,4,British Home Championship,Scotland,1
Northern Ireland,1885-02-28,False,4,British Home Championship,England,0
Wales,1885-03-14,False,1,British Home Championship,England,1
Northern Ireland,1885-03-14,False,8,British Home Championship,Scotland,2
Scotland,1885-03-21,False,1,British Home Championship,England,1
Scotland,1885-03-23,False,1,British Home Championship,Wales,8
Wales,1885-04-11,False,2,British Home Championship,Northern Ireland,8
Canada,1885-11-28,False,0,Friendly,USA,1
Northern Ireland,1886-02-27,False,5,British Home Championship,Wales,0
England,1886-03-13,False,1,British Home Championship,Northern Ireland,6
Scotland,1886-03-20,False,2,British Home Championship,Northern Ireland,7
England,1886-03-27,False,1,British Home Championship,Scotland,1
England,1886-03-29,False,1,British Home Championship,Wales,3
Wales,1886-04-10,False,4,British Home Championship,Scotland,1
Canada,1886-11-25,False,3,Friendly,USA,2
Northern Ireland,1887-02-05,False,7,British Home Championship,England,0
Northern Ireland,1887-02-19,False,4,British Home Championship,Scotland,1
Wales,1887-02-26,False,4,British Home Championship,England,0
Wales,1887-03-12,False,4,British Home Championship,Northern Ireland,1
Scotland,1887-03-19,False,2,British Home Championship,England,3
Scotland,1887-03-21,False,0,British Home Championship,Wales,2
Wales,1888-02-04,False,5,British Home Championship,England,1
Northern Ireland,1888-03-03,False,11,British Home Championship,Wales,0
Wales,1888-03-10,False,5,British Home Championship,Scotland,1
England,1888-03-17,False,0,British Home Championship,Scotland,5
Scotland,1888-03-24,False,2,British Home Championship,Northern Ireland,10
England,1888-04-07,False,1,British Home Championship,Northern Ireland,5
Canada,1888-09-19,False,4,Friendly,Scotland,0
Wales,1889-02-23,False,4,British Home Championship,England,1
Northern Ireland,1889-03-02,False,6,British Home Championship,England,1
Northern Ireland,1889-03-09,False,7,British Home Championship,Scotland,0
Scotland,1889-04-13,False,2,British Home Championship,England,3
Scotland,1889-04-15,False,0,British Home Championship,Wales,0
Wales,1889-04-27,False,1,British Home Championship,Northern Ireland,3
Northern Ireland,1890-02-08,True,5,British Home Championship,Wales,2
England,1890-03-15,False,1,British Home Championship,Northern Ireland,9
England,1890-03-15,False,1,British Home Championship,Wales,3
Wales,1890-03-22,False,5,British Home Championship,Scotland,0
Scotland,1890-03-29,False,1,British Home Championship,Northern Ireland,4
England,1890-04-05,False,1,British Home Championship,Scotland,1
Wales,1891-02-07,False,7,British Home Championship,Northern Ireland,2
Wales,1891-03-07,False,4,British Home Championship,England,1
Northern Ireland,1891-03-07,False,6,British Home Championship,England,1
Scotland,1891-03-21,False,3,British Home Championship,Wales,4
Northern Ireland,1891-03-28,False,2,British Home Championship,Scotland,1
Scotland,1891-04-04,False,2,British Home Championship,England,1
Northern Ireland,1892-02-27,False,1,British Home Championship,Wales,1
England,1892-03-05,False,0,British Home Championship,Northern Ireland,2
England,1892-03-05,False,0,British Home Championship,Wales,2
Scotland,1892-03-19,False,2,British Home Championship,Northern Ireland,3
Wales,1892-03-26,False,6,British Home Championship,Scotland,1
England,1892-04-02,False,1,British Home Championship,Scotland,4
Northern Ireland,1893-02-25,False,6,British Home Championship,England,1
Wales,1893-03-13,False,6,British Home Championship,England,0
Scotland,1893-03-18,False,0,British Home Championship,Wales,8
Northern Ireland,1893-03-25,False,6,British Home Championship,Scotland,1
Scotland,1893-04-01,False,5,British Home Championship,England,2
Northern Ireland,1894-02-24,False,4,British Home Championship,Wales,1
England,1894-03-03,False,2,British Home Championship,Northern Ireland,2
England,1894-03-12,False,1,British Home Championship,Wales,5
Wales,1894-03-24,False,5,British Home Championship,Scotland,2
Scotland,1894-03-31,False,1,British Home Championship,Northern Ireland,2
England,1894-04-07,False,2,British Home Championship,Scotland,2
Northern Ireland,1895-03-09,False,9,British Home Championship,England,0
Wales,1895-03-16,False,2,British Home Championship,Northern Ireland,2
Wales,1895-03-18,False,1,British Home Championship,England,1
Scotland,1895-03-23,False,2,British Home Championship,Wales,2
Northern Ireland,1895-03-30,False,3,British Home Championship,Scotland,1
Scotland,1895-04-06,False,3,British Home Championship,England,0
Northern Ireland,1896-02-29,False,6,British Home Championship,Wales,1
England,1896-03-07,False,0,British Home Championship,Northern Ireland,2
England,1896-03-16,False,1,British Home Championship,Wales,9
Wales,1896-03-21,False,4,British Home Championship,Scotland,0
Scotland,1896-03-28,False,3,British Home Championship,Northern Ireland,3
England,1896-04-04,False,2,British Home Championship,Scotland,1
Northern Ireland,1897-02-20,False,6,British Home Championship,England,0
Wales,1897-03-06,False,4,British Home Championship,Northern Ireland,3
Scotland,1897-03-20,False,2,British Home Championship,Wales,2
Northern Ireland,1897-03-27,False,5,British Home Championship,Scotland,1
Wales,1897-03-29,False,4,British Home Championship,England,0
Scotland,1897-04-03,False,1,British Home Championship,England,2
Northern Ireland,1898-02-19,False,0,British Home Championship,Wales,1
England,1898-03-05,False,2,British Home Championship,Northern Ireland,3
Wales,1898-03-19,False,5,British Home Championship,Scotland,2
Scotland,1898-03-26,False,0,British Home Championship,Northern Ireland,3
England,1898-03-28,False,0,British Home Championship,Wales,3
England,1898-04-02,False,1,British Home Championship,Scotland,3
Northern Ireland,1899-02-18,False,13,British Home Championship,England,2
Wales,1899-03-04,False,1,British Home Championship,Northern Ireland,0
Scotland,1899-03-18,False,0,British Home Championship,Wales,6
Wales,1899-03-20,False,4,British Home Championship,England,0
Northern Ireland,1899-03-25,False,9,British Home Championship,Scotland,1
Scotland,1899-04-08,False,2,British Home Championship,England,1
Wales,1900-02-03,False,5,British Home Championship,Scotland,2
Northern Ireland,1900-02-24,False,2,British Home Championship,Wales,0
Scotland,1900-03-03,False,0,British Home Championship,Northern Ireland,3
England,1900-03-17,False,0,British Home Championship,Northern Ireland,2
England,1900-03-26,False,1,British Home Championship,Wales,1
England,1900-04-07,False,4,British Home Championship,Scotland,1
Northern Ireland,1901-02-23,False,11,British Home Championship,Scotland,0
Scotland,1901-03-02,False,1,British Home Championship,Wales,1
Northern Ireland,1901-03-09,False,3,British Home Championship,England,0
Wales,1901-03-18,False,6,British Home Championship,England,0
Wales,1901-03-23,False,0,British Home Championship,Northern Ireland,1
Scotland,1901-03-30,False,2,British Home Championship,England,2
Northern Ireland,1902-02-22,False,0,British Home Championship,Wales,3
Scotland,1902-03-01,False,1,British Home Championship,Northern Ireland,5
England,1902-03-03,False,0,British Home Championship,Wales,0
Wales,1902-03-15,False,5,British Home Championship,Scotland,1
England,1902-03-22,False,0,British Home Championship,Northern Ireland,1
Scotland,1902-05-03,False,2,British Home Championship,England,2
Argentina,1902-07-20,False,0,Friendly,Uruguay,6
Hungary,1902-10-12,False,5,Friendly,Austria,0
Northern Ireland,1903-02-14,False,4,British Home Championship,England,0
Wales,1903-03-02,False,2,British Home Championship,England,1
Scotland,1903-03-09,False,0,British Home Championship,Wales,1
Northern Ireland,1903-03-21,False,0,British Home Championship,Scotland,2
Wales,1903-03-28,False,2,British Home Championship,Northern Ireland,0
Scotland,1903-04-04,False,1,British Home Championship,England,2
Czechoslovakia,1903-04-05,False,2,Friendly,Hungary,1
Austria,1903-06-11,False,3,Friendly,Hungary,2
Uruguay,1903-09-13,False,2,Friendly,Argentina,3
Hungary,1903-10-11,False,4,Friendly,Austria,2
England,1904-02-29,False,2,British Home Championship,Wales,2
England,1904-03-12,False,1,British Home Championship,Northern Ireland,3
Wales,1904-03-12,False,1,British Home Championship,Scotland,1
Northern Ireland,1904-03-21,False,0,British Home Championship,Wales,1
Scotland,1904-03-26,False,1,British Home Championship,Northern Ireland,1
England,1904-04-09,False,0,British Home Championship,Scotland,1
France,1904-05-01,False,3,Évence Coppée Trophy,Belgium,3
Austria,1904-06-02,False,3,Friendly,Hungary,0
Hungary,1904-10-09,False,5,Friendly,Austria,4
Switzerland,1905-02-12,False,1,Friendly,France,0
Northern Ireland,1905-02-25,False,1,British Home Championship,England,1
Scotland,1905-03-06,False,3,British Home Championship,Wales,1
Northern Ireland,1905-03-18,False,4,British Home Championship,Scotland,0
Wales,1905-03-27,False,3,British Home Championship,England,1
Scotland,1905-04-01,False,1,British Home Championship,England,0
Wales,1905-04-08,False,2,British Home Championship,Northern Ireland,2
Austria,1905-04-09,False,0,Friendly,Hungary,0
Alderney,1905-04-17,False,6,Muratti Vase,Guernsey,0
Guernsey,1905-04-27,False,0,Muratti Vase,Jersey,1
Netherlands,1905-04-30,False,1,Friendly,Belgium,4
France,1905-05-07,False,7,Friendly,Belgium,0
Belgium,1905-05-14,False,4,Friendly,Netherlands,0
Trinidad and Tobago,1905-07-21,False,1,Friendly,Guyana,4
Uruguay,1905-08-15,False,0,Copa Lipton,Argentina,0
England,1906-02-17,False,0,British Home Championship,Northern Ireland,5
Wales,1906-03-03,False,0,British Home Championship,Scotland,2
Scotland,1906-03-17,False,0,British Home Championship,Northern Ireland,1
England,1906-03-19,False,0,British Home Championship,Wales,1
Guernsey,1906-03-29,False,1,Muratti Vase,Jersey,2
Czechoslovakia,1906-04-01,False,1,Friendly,Hungary,1
Northern Ireland,1906-04-02,False,4,British Home Championship,Wales,4
Alderney,1906-04-02,False,1,Muratti Vase,Guernsey,0
England,1906-04-07,False,2,British Home Championship,Scotland,1
Belgium,1906-04-22,False,0,Friendly,France,5
Netherlands,1906-04-29,False,5,Friendly,Belgium,0
Belgium,1906-05-13,False,2,Friendly,Netherlands,3
South Africa,1906-07-09,False,0,Friendly,Argentina,1
Argentina,1906-08-15,False,0,Copa Lipton,Uruguay,2
Hungary,1906-10-07,False,4,Friendly,Czechoslovakia,4
Uruguay,1906-10-21,False,2,Copa Newton,Argentina,1
Austria,1906-11-04,False,3,Friendly,Hungary,1
Northern Ireland,1907-02-16,False,1,British Home Championship,England,0
Wales,1907-02-23,False,2,British Home Championship,Northern Ireland,3
Scotland,1907-03-04,False,1,British Home Championship,Wales,0
Northern Ireland,1907-03-16,False,3,British Home Championship,Scotland,0
Wales,1907-03-18,False,1,British Home Championship,England,1
Jersey,1907-03-21,True,1,Muratti Vase,Alderney,2
Guernsey,1907-04-04,False,2,Muratti Vase,Jersey,3
Scotland,1907-04-06,False,1,British Home Championship,England,1
Czechoslovakia,1907-04-07,False,5,Friendly,Hungary,2
Netherlands,1907-04-14,False,1,Friendly,Belgium,3
France,1907-04-21,False,1,Friendly,Belgium,2
Hungary,1907-05-05,False,3,Friendly,Austria,1
Belgium,1907-05-09,False,1,Friendly,Netherlands,2
Hungary,1907-10-06,False,5,Friendly,Czechoslovakia,3
Austria,1907-11-03,False,4,Friendly,Hungary,1
England,1908-02-15,False,1,British Home Championship,Northern Ireland,3
Wales,1908-03-07,False,2,British Home Championship,Scotland,1
France,1908-03-08,False,1,Friendly,Switzerland,2
Scotland,1908-03-14,False,0,British Home Championship,Northern Ireland,5
England,1908-03-16,False,1,British Home Championship,Wales,7
Netherlands,1908-03-29,False,1,Friendly,Belgium,4
Alderney,1908-04-02,True,3,Muratti Vase,Guernsey,0
England,1908-04-04,False,1,British Home Championship,Scotland,1
Czechoslovakia,1908-04-05,False,5,Friendly,Hungary,2
Germany,1908-04-05,False,5,Friendly,Switzerland,3
Jersey,1908-04-09,False,0,Muratti Vase,Guernsey,4
Northern Ireland,1908-04-11,False,0,British Home Championship,Wales,1
Belgium,1908-04-12,False,1,Friendly,France,2
Belgium,1908-04-26,False,3,Friendly,Netherlands,1
Hungary,1908-05-03,False,4,Friendly,Austria,0
France,1908-05-10,False,4,Friendly,Netherlands,1
England,1908-06-06,False,1,Friendly,Austria,6
Germany,1908-06-07,False,3,Friendly,Austria,2
England,1908-06-08,False,1,Friendly,Austria,11
England,1908-06-10,False,0,Friendly,Hungary,7
England,1908-06-13,False,0,Friendly,Czechoslovakia,4
Norway,1908-07-12,False,11,Friendly,Sweden,3
Argentina,1908-08-15,False,2,Copa Lipton,Uruguay,2
Uruguay,1908-09-13,False,2,Copa Newton,Argentina,1
Uruguay,1908-10-04,False,0,Copa Premio Honor Argentino,Argentina,1
Denmark,1908-10-22,True,1,Olympic Games,France,17
Sweden,1908-10-23,True,2,Olympic Games,Netherlands,0
Sweden,1908-10-25,False,5,Friendly,Netherlands,3
Sweden,1908-10-26,False,2,Friendly,Belgium,1
Austria,1908-11-01,False,5,Friendly,Hungary,3
Northern Ireland,1909-02-13,False,4,British Home Championship,England,0
Scotland,1909-03-01,False,3,British Home Championship,Wales,2
Wales,1909-03-15,False,2,British Home Championship,England,0
Northern Ireland,1909-03-15,False,5,British Home Championship,Scotland,0
Jersey,1909-03-18,False,3,Muratti Vase,Guernsey,0
Wales,1909-03-20,False,2,British Home Championship,Northern Ireland,3
Netherlands,1909-03-21,False,1,Friendly,Belgium,4
Alderney,1909-03-25,True,2,Muratti Vase,Guernsey,0
Scotland,1909-04-03,False,2,British Home Championship,England,0
Switzerland,1909-04-04,False,1,Friendly,Germany,0
Germany,1909-04-04,False,3,Friendly,Hungary,3
Belgium,1909-04-25,False,4,Friendly,Netherlands,1
Hungary,1909-05-02,False,3,Friendly,Austria,4
France,1909-05-09,False,5,Friendly,Belgium,2
England,1909-05-29,False,2,Friendly,Hungary,4
Austria,1909-05-30,False,1,Friendly,Hungary,1
England,1909-05-31,False,2,Friendly,Hungary,8
England,1909-06-01,False,1,Friendly,Austria,8
Uruguay,1909-08-15,False,2,Copa Lipton,Argentina,1
Argentina,1909-09-19,False,2,Copa Newton,Uruguay,2
Uruguay,1909-10-10,False,3,Copa Premio Honor Argentino,Argentina,1
Austria,1909-11-07,False,2,Friendly,Hungary,2
England,1910-02-12,False,1,British Home Championship,Northern Ireland,1
Wales,1910-03-05,False,1,British Home Championship,Scotland,0
Netherlands,1910-03-13,False,3,Friendly,Belgium,2
England,1910-03-14,False,0,British Home Championship,Wales,1
Scotland,1910-03-19,False,1,British Home Championship,Northern Ireland,0
England,1910-04-02,False,2,British Home Championship,Scotland,0
Belgium,1910-04-03,False,0,Friendly,France,4
Germany,1910-04-03,False,2,Friendly,Switzerland,3
Alderney,1910-04-07,False,7,Muratti Vase,Jersey,1
Belgium,1910-04-10,False,7,Friendly,Netherlands,0
Northern Ireland,1910-04-11,False,4,British Home Championship,Wales,1
Jersey,1910-04-21,False,2,Muratti Vase,Guernsey,3
Germany,1910-04-24,False,4,Friendly,Netherlands,2
Hungary,1910-05-01,False,2,Friendly,Austria,1
France,1910-05-15,False,6,Friendly,Italy,2
Belgium,1910-05-16,False,0,Friendly,Germany,3
Italy,1910-05-26,False,6,Friendly,Hungary,1
Chile,1910-05-27,False,3,Friendly,Argentina,1
Uruguay,1910-05-29,True,0,Friendly,Chile,3
Chile,1910-06-05,False,5,Friendly,Argentina,1
Uruguay,1910-06-12,False,4,Friendly,Argentina,1
Argentina,1910-08-15,False,3,Copa Lipton,Uruguay,1
Sweden,1910-09-11,False,0,Friendly,Norway,4
Argentina,1910-09-11,False,0,Friendly,Chile,3
Netherlands,1910-10-16,False,1,Friendly,Germany,2
Czechoslovakia,1910-10-16,False,5,Friendly,Russia,4
Czechoslovakia,1910-10-23,False,1,Friendly,Russia,0
Austria,1910-11-06,False,3,Friendly,Hungary,0
Uruguay,1910-11-13,False,1,Copa Premio Honor Argentino,Argentina,1
Uruguay,1910-11-27,False,2,Copa Premio Honor Argentino,Argentina,6
Hungary,1911-01-01,False,0,Friendly,France,3
Hungary,1911-01-06,False,0,Friendly,Italy,1
Hungary,1911-01-08,False,2,Friendly,Switzerland,0
Wales,1911-01-28,False,1,British Home Championship,Northern Ireland,2
Northern Ireland,1911-02-11,False,2,British Home Championship,England,1
Scotland,1911-03-06,False,2,British Home Championship,Wales,2
Wales,1911-03-13,False,3,British Home Championship,England,0
Northern Ireland,1911-03-18,False,2,British Home Championship,Scotland,0
Netherlands,1911-03-19,False,1,Friendly,Belgium,5
Switzerland,1911-03-26,False,6,Friendly,Germany,2
Scotland,1911-04-01,False,1,British Home Championship,England,1
Belgium,1911-04-02,False,3,Friendly,Netherlands,1
Italy,1911-04-09,False,2,Friendly,France,2
Alderney,1911-04-20,False,2,Muratti Vase,Guernsey,1
Germany,1911-04-23,False,2,Friendly,Belgium,1
France,1911-04-23,False,5,Friendly,Switzerland,2
Guernsey,1911-04-27,False,4,Muratti Vase,Jersey,1
France,1911-04-30,False,7,Friendly,Belgium,1
Hungary,1911-05-07,False,3,Friendly,Austria,1
Switzerland,1911-05-07,False,2,Friendly,Italy,2
Italy,1911-05-21,False,3,Friendly,Switzerland,0
Germany,1911-06-18,False,2,Friendly,Sweden,4
Uruguay,1911-08-15,False,0,Copa Lipton,Argentina,2
Norway,1911-09-17,False,4,Friendly,Sweden,1
Argentina,1911-09-17,False,2,Copa Newton,Uruguay,3
Argentina,1911-10-08,False,1,Copa Premio Honor Uruguayo,Uruguay,1
Austria,1911-10-09,False,1,Friendly,Germany,2
Uruguay,1911-10-22,False,2,Copa Premio Honor Argentino,Argentina,0
Sweden,1911-10-22,False,2,Friendly,Finland,5
Argentina,1911-10-29,False,3,Copa Premio Honor Uruguayo,Uruguay,0
France,1911-10-29,False,1,Friendly,Luxembourg,4
Sweden,1911-10-29,False,1,Friendly,Germany,3
Switzerland,1911-10-29,False,9,Friendly,Hungary,0
Austria,1911-11-05,False,2,Friendly,Hungary,0
Hungary,1911-12-17,False,1,Friendly,Germany,4
Belgium,1912-01-28,False,1,Friendly,France,1
England,1912-02-10,False,1,British Home Championship,Northern Ireland,6
Catalonia,1912-02-10,False,7,Friendly,France,0
Switzerland,1912-02-18,False,4,Friendly,France,1
Switzerland,1912-02-20,False,9,Friendly,Belgium,2
Wales,1912-03-02,False,1,British Home Championship,Scotland,0
Netherlands,1912-03-10,False,1,Friendly,Belgium,2
England,1912-03-11,False,0,British Home Championship,Wales,2
Scotland,1912-03-16,False,1,British Home Championship,Northern Ireland,4
France,1912-03-17,False,3,Friendly,Italy,4
England,1912-03-23,False,1,British Home Championship,Scotland,1
Germany,1912-03-24,False,5,Friendly,Netherlands,5
Northern Ireland,1912-04-13,False,2,British Home Championship,Wales,3
Germany,1912-04-14,False,4,Friendly,Hungary,4
Guernsey,1912-04-18,False,3,Muratti Vase,Jersey,3
Guernsey,1912-04-19,False,2,Muratti Vase,Jersey,5
Alderney,1912-04-25,False,4,Muratti Vase,Guernsey,0
Belgium,1912-04-28,False,4,Friendly,Netherlands,3
Hungary,1912-05-05,False,1,Friendly,Austria,1
Germany,1912-05-05,False,1,Friendly,Switzerland,2
Finland,1912-05-06,False,1,Friendly,Russia,1
Sweden,1912-06-16,False,1,Friendly,Norway,2
Hungary,1912-06-20,False,2,Friendly,Sweden,2
Hungary,1912-06-23,False,0,Friendly,Norway,6
Finland,1912-06-27,False,7,Friendly,Sweden,1
Italy,1912-06-29,True,3,Olympic Games,Finland,2
Germany,1912-06-29,True,5,Olympic Games,Austria,1
Netherlands,1912-06-29,False,3,Olympic Games,Sweden,4
Norway,1912-06-30,True,7,Olympic Games,Denmark,0
Austria,1912-06-30,True,3,Olympic Games,Netherlands,1
Russia,1912-06-30,True,2,Olympic Games,Finland,1
Norway,1912-07-01,True,1,Olympic Games,Austria,0
Russia,1912-07-01,True,16,Olympic Games,Germany,0
Italy,1912-07-01,False,0,Olympic Games,Sweden,1
Netherlands,1912-07-02,True,4,Olympic Games,Denmark,1
Germany,1912-07-03,True,3,Olympic Games,Hungary,1
Italy,1912-07-03,True,5,Olympic Games,Austria,1
Russia,1912-07-03,True,2,Friendly,Norway,1
Finland,1912-07-04,True,9,Olympic Games,Netherlands,0
Austria,1912-07-05,True,3,Olympic Games,Hungary,0
Hungary,1912-07-12,False,0,Friendly,Russia,9
Hungary,1912-07-14,False,0,Friendly,Russia,12
Argentina,1912-08-15,False,2,Copa Lipton,Uruguay,0
Argentina,1912-08-25,False,3,Copa Premio Honor Uruguayo,Uruguay,0
Uruguay,1912-09-22,False,0,Copa Premio Honor Argentino,Argentina,1
Uruguay,1912-10-06,False,3,Copa Newton,Argentina,3
Germany,1912-10-06,False,3,Friendly,Denmark,1
Austria,1912-11-03,False,4,Friendly,Hungary,0
Norway,1912-11-03,False,4,Friendly,Sweden,2
Netherlands,1912-11-17,False,2,Friendly,Germany,3
Argentina,1912-12-01,False,1,Friendly,Uruguay,3
France,1912-12-01,False,1,Friendly,Catalonia,0
Austria,1912-12-22,False,1,Friendly,Italy,3
Italy,1913-01-12,False,1,Friendly,France,0
Wales,1913-01-18,False,0,British Home Championship,Northern Ireland,1
China,1913-02-04,False,2,Far Eastern Championship Games,Philippines,1
England,1913-02-15,False,2,British Home Championship,Northern Ireland,1
France,1913-02-16,False,3,Friendly,Belgium,0
Scotland,1913-03-03,False,0,British Home Championship,Wales,0
Netherlands,1913-03-09,False,3,Friendly,Belgium,3
France,1913-03-09,False,1,Friendly,Switzerland,4
Scotland,1913-03-15,False,1,British Home Championship,Northern Ireland,2
Wales,1913-03-17,False,4,British Home Championship,England,3
Alderney,1913-04-03,True,5,Muratti Vase,Jersey,2
Scotland,1913-04-05,False,1,British Home Championship,England,0
Guernsey,1913-04-17,False,2,Muratti Vase,Jersey,4
Luxembourg,1913-04-20,False,8,Friendly,France,0
Belgium,1913-04-20,False,2,Friendly,Netherlands,4
Hungary,1913-04-27,False,1,Friendly,Austria,4
Belgium,1913-05-01,False,1,Friendly,Italy,0
Sweden,1913-05-04,False,1,Friendly,Russia,4
Belgium,1913-05-04,False,1,Friendly,Switzerland,2
Switzerland,1913-05-18,False,1,Friendly,Germany,2
Sweden,1913-05-18,False,2,Friendly,Hungary,0
Sweden,1913-05-25,False,8,Friendly,Denmark,0
Norway,1913-06-08,False,9,Friendly,Sweden,0
Italy,1913-06-15,False,2,Friendly,Austria,0
Uruguay,1913-06-15,False,1,Friendly,Argentina,1
Uruguay,1913-07-09,False,2,Friendly,Argentina,1
Uruguay,1913-08-15,False,4,Copa Lipton,Argentina,0
Uruguay,1913-08-31,False,2,Copa Premio Honor Argentino,Argentina,0
Norway,1913-09-14,False,1,Friendly,Russia,1
Argentina,1913-09-21,False,0,Friendly,Chile,2
Denmark,1913-10-05,False,0,Friendly,Sweden,10
Argentina,1913-10-05,False,1,Copa Premio Honor Uruguayo,Uruguay,0
Argentina,1913-10-26,False,1,Copa Newton,Uruguay,0
Sweden,1913-10-26,False,1,Friendly,Norway,1
Denmark,1913-10-26,False,1,Friendly,Germany,4
Austria,1913-10-26,False,4,Friendly,Hungary,3
Switzerland,1913-11-02,False,2,Friendly,Belgium,0
Germany,1913-11-23,False,6,Friendly,Belgium,2
Austria,1914-01-11,False,0,Friendly,Italy,0
Northern Ireland,1914-01-19,False,1,British Home Championship,Wales,2
Belgium,1914-01-25,False,4,Friendly,France,3
France,1914-02-08,False,5,Friendly,Luxembourg,4
Northern Ireland,1914-02-14,False,0,British Home Championship,England,3
Wales,1914-02-28,False,0,British Home Championship,Scotland,0
Switzerland,1914-03-08,False,2,Friendly,France,2
Scotland,1914-03-14,False,1,British Home Championship,Northern Ireland,1
Netherlands,1914-03-15,False,2,Friendly,Belgium,4
England,1914-03-16,False,0,British Home Championship,Wales,2
France,1914-03-29,False,2,Friendly,Italy,0
Alderney,1914-04-02,True,4,Muratti Vase,Guernsey,0
England,1914-04-04,False,3,British Home Championship,Scotland,1
Switzerland,1914-04-05,False,1,Friendly,Italy,1
Germany,1914-04-05,False,4,Friendly,Netherlands,4
Jersey,1914-04-23,False,2,Muratti Vase,Guernsey,1
Belgium,1914-04-26,False,4,Friendly,Netherlands,2
Hungary,1914-05-03,False,2,Friendly,Austria,0
Netherlands,1914-05-17,False,4,Friendly,Denmark,3
Italy,1914-05-17,False,0,Friendly,Switzerland,1
Finland,1914-05-24,False,4,Friendly,Sweden,3
France,1914-05-31,False,5,Friendly,Hungary,1
Hungary,1914-06-21,False,1,Friendly,Sweden,1
Sweden,1914-06-28,False,0,Friendly,Norway,1
Russia,1914-07-05,False,2,Friendly,Sweden,2
Russia,1914-07-12,False,1,Friendly,Norway,1
Argentina,1914-08-30,False,3,Copa Premio Honor Uruguayo,Uruguay,2
Uruguay,1914-09-13,False,2,Copa Premio Honor Argentino,Argentina,1
Brazil,1914-09-20,False,3,Friendly,Argentina,0
Brazil,1914-09-27,False,0,Copa Roca,Argentina,1
Austria,1914-10-04,False,2,Friendly,Hungary,2
Norway,1914-10-25,False,7,Friendly,Sweden,0
Hungary,1914-11-08,False,1,Friendly,Austria,2
Catalonia,1915-01-03,False,6,Friendly,Basque Country,1
Switzerland,1915-01-31,False,3,Friendly,Italy,1
Basque Country,1915-02-07,False,2,Friendly,Catalonia,2
Austria,1915-05-02,False,2,Friendly,Hungary,5
Catalonia,1915-05-13,False,1,Friendly,Basque Country,0
Philippines,1915-05-18,False,0,Far Eastern Championship Games,China,0
Philippines,1915-05-19,False,1,Far Eastern Championship Games,China,0
Hungary,1915-05-30,False,1,Friendly,Austria,2
Sweden,1915-06-06,False,2,Friendly,Denmark,0
Sweden,1915-06-27,False,1,Friendly,Norway,1
Argentina,1915-07-18,False,2,Copa Premio Honor Uruguayo,Uruguay,3
Uruguay,1915-08-15,False,2,Copa Lipton,Argentina,1
Argentina,1915-09-12,False,2,Copa Newton,Uruguay,0
Norway,1915-09-19,False,8,Friendly,Denmark,1
Hungary,1915-10-03,False,4,Friendly,Austria,2
Norway,1915-10-24,False,5,Friendly,Sweden,2
Denmark,1915-10-31,False,0,Friendly,Sweden,2
Austria,1915-11-07,False,6,Friendly,Hungary,2
Hungary,1916-05-07,False,3,Friendly,Austria,1
Basque Country,1916-05-21,False,1,Friendly,Catalonia,3
Basque Country,1916-05-22,False,0,Friendly,Catalonia,0
Sweden,1916-06-04,False,2,Friendly,Denmark,0
Austria,1916-06-04,False,2,Friendly,Hungary,1
Catalonia,1916-06-04,False,5,Friendly,Basque Country,0
Denmark,1916-06-25,False,0,Friendly,Norway,2
Norway,1916-07-02,False,6,Friendly,Sweden,0
Uruguay,1916-07-02,True,0,Copa América,Chile,4
Chile,1916-07-06,False,6,Copa América,Argentina,1
Chile,1916-07-08,True,1,Copa América,Brazil,1
